Unnamed: 0,recipe,nutrition,value
44055,Hutspot uit de oven met gekruide hazelnoten,koolhydraten,53 g
44056,Hutspot uit de oven met gekruide hazelnoten,natrium,280 mg
44057,Hutspot uit de oven met gekruide hazelnoten,eiwit,11 g
44058,Hutspot uit de oven met gekruide hazelnoten,vet,38 g
44059,Hutspot uit de oven met gekruide hazelnoten,waarvan verzadigd,3 g
44060,Hutspot uit de oven met gekruide hazelnoten,vezels,11 g
44061,Visvink met spinazierisotto,energie,605 kcal
44062,Visvink met spinazierisotto,koolhydraten,64 g
44063,Visvink met spinazierisotto,natrium,1825 mg
44064,Visvink met spinazierisotto,eiwit,33 g
44065,Visvink met spinazierisotto,vet,23 g
44066,Visvink met spinazierisotto,waarvan verzadigd,6 g
44067,Visvink met spinazierisotto,vezels,5 g
44068,Hollandse groentesoep met visballetjes,energie,330 kcal
44069,Hollandse groentesoep met visballetjes,koolhydraten,42 g
44070,Hollandse groentesoep met visballetjes,natrium,1730 mg
44071,Hollandse groentesoep met visballetjes,eiwit,24 g
44072,Hollandse groentesoep met visballetjes,vet,24 g
44073,Hollandse groentesoep met visballetjes,waarvan verzadigd,6 g
44074,Hollandse groentesoep met visballetjes,vezels,7 g
44075,Pittige speklapjes uit de oven,energie,810 kcal
44076,Pittige speklapjes uit de oven,koolhydraten,49 g
44077,Pittige speklapjes uit de oven,natrium,1685 mg
44078,Pittige speklapjes uit de oven,eiwit,28 g
44079,Pittige speklapjes uit de oven,vet,53 g
44080,Pittige speklapjes uit de oven,waarvan verzadigd,15 g
44081,Pittige speklapjes uit de oven,vezels,11 g
44082,Kippenpoten met witlofsalade,energie,740 kcal
44083,Kippenpoten met witlofsalade,koolhydraten,62 g
44084,Kippenpoten met witlofsalade,natrium,240 mg
44085,Kippenpoten met witlofsalade,eiwit,34 g
44086,Kippenpoten met witlofsalade,vet,37 g
44087,Kippenpoten met witlofsalade,waarvan verzadigd,8 g
44088,Kippenpoten met witlofsalade,vezels,8 g
44089,Bami met gehaktballetjes,energie,650 kcal
44090,Bami met gehaktballetjes,koolhydraten,66 g
44091,Bami met gehaktballetjes,natrium,435 mg
44092,Bami met gehaktballetjes,eiwit,28 g
44093,Bami met gehaktballetjes,vet,29 g
44094,Bami met gehaktballetjes,waarvan verzadigd,8 g
44095,Bami met gehaktballetjes,vezels,7 g
44096,Varkenshaas met appel-gembersaus ,energie,405 kcal
44097,Varkenshaas met appel-gembersaus ,koolhydraten,51 g
44098,Varkenshaas met appel-gembersaus ,natrium,300 mg
44099,Varkenshaas met appel-gembersaus ,eiwit,22 g
44100,Varkenshaas met appel-gembersaus ,vet,11 g
44101,Varkenshaas met appel-gembersaus ,waarvan verzadigd,2 g
44102,Varkenshaas met appel-gembersaus ,vezels,7 g
44103,Heel Holland Bakt: olijven-tijmbrood,energie,200 kcal
44104,Heel Holland Bakt: olijven-tijmbrood,koolhydraten,33 g
44105,Heel Holland Bakt: olijven-tijmbrood,natrium,453 mg
44106,Heel Holland Bakt: olijven-tijmbrood,eiwit,7 g
44107,Heel Holland Bakt: olijven-tijmbrood,vet,4 g
44108,Heel Holland Bakt: olijven-tijmbrood,waarvan verzadigd,1 g
44109,Heel Holland Bakt: olijven-tijmbrood,vezels,2 g
44110,Heel Holland Bakt: citroentaart,energie,415 kcal
44111,Heel Holland Bakt: citroentaart,koolhydraten,50 g
44112,Heel Holland Bakt: citroentaart,natrium,60 mg
44113,Heel Holland Bakt: citroentaart,eiwit,8 g
44114,Heel Holland Bakt: citroentaart,vet,20 g
44115,Heel Holland Bakt: citroentaart,waarvan verzadigd,12 g
44116,Heel Holland Bakt: citroentaart,vezels,1 g
44117,Fivespice rollade uit de oven,energie,570 kcal
44118,Fivespice rollade uit de oven,koolhydraten,62 g
44119,Fivespice rollade uit de oven,natrium,1355 mg
44120,Fivespice rollade uit de oven,eiwit,41 g
44121,Fivespice rollade uit de oven,vet,17 g
44122,Fivespice rollade uit de oven,waarvan verzadigd,3 g
44123,Fivespice rollade uit de oven,vezels,3 g
44124,Plaatpizza met tonijn,energie,525 kcal
44125,Plaatpizza met tonijn,koolhydraten,58 g
44126,Plaatpizza met tonijn,natrium,1280 mg
44127,Plaatpizza met tonijn,eiwit,31 g
44128,Plaatpizza met tonijn,vet,17 g
44129,Plaatpizza met tonijn,waarvan verzadigd,9 g
44130,Plaatpizza met tonijn,vezels,7 g
44131,Zoetzure noedelsalade,energie,325 kcal
44132,Zoetzure noedelsalade,koolhydraten,31 g
44133,Zoetzure noedelsalade,natrium,795 mg
44134,Zoetzure noedelsalade,eiwit,22 g
44135,Zoetzure noedelsalade,vet,12 g
44136,Zoetzure noedelsalade,waarvan verzadigd,3 g
44137,Zoetzure noedelsalade,vezels,4 g
44138,Verse lasagne met courgette en romige mozzarella,energie,640 kcal
44139,Verse lasagne met courgette en romige mozzarella,koolhydraten,59 g
44140,Verse lasagne met courgette en romige mozzarella,natrium,1560 mg
44141,Verse lasagne met courgette en romige mozzarella,eiwit,40 g
44142,Verse lasagne met courgette en romige mozzarella,vet,26 g
44143,Verse lasagne met courgette en romige mozzarella,waarvan verzadigd,14 g
44144,Verse lasagne met courgette en romige mozzarella,vezels,5 g
44145,Omelet met zoetzure saus,energie,590 kcal
44146,Omelet met zoetzure saus,koolhydraten,67 g
44147,Omelet met zoetzure saus,natrium,1245 mg
44148,Omelet met zoetzure saus,eiwit,23 g
44149,Omelet met zoetzure saus,vet,24 g
44150,Omelet met zoetzure saus,waarvan verzadigd,5 g
44151,Omelet met zoetzure saus,vezels,3 g
44152,Bami met kip,energie,655 kcal
44153,Bami met kip,koolhydraten,71 g
44154,Bami met kip,natrium,1590 mg
44155,Bami met kip,eiwit,36 g
44156,Bami met kip,vet,24 g
44157,Bami met kip,waarvan verzadigd,4 g
44158,Bami met kip,vezels,6 g
44159,Bretons gehaktbrood,energie,545 kcal
44160,Bretons gehaktbrood,koolhydraten,34 g
44161,Bretons gehaktbrood,natrium,845 mg
44162,Bretons gehaktbrood,eiwit,34 g
44163,Bretons gehaktbrood,vet,28 g
44164,Bretons gehaktbrood,waarvan verzadigd,10 g
44165,Bretons gehaktbrood,vezels,8 g
44166,Fusilli met tonijn,energie,565 kcal
44167,Fusilli met tonijn,koolhydraten,66 g
44168,Fusilli met tonijn,natrium,1710 mg
44169,Fusilli met tonijn,eiwit,40 g
44170,Fusilli met tonijn,vet,14 g
44171,Fusilli met tonijn,waarvan verzadigd,2 g
44172,Fusilli met tonijn,vezels,5 g
44173,Groenteroerbak met tofu en zoete aardappel,energie,530 kcal
44174,Groenteroerbak met tofu en zoete aardappel,koolhydraten,59 g
44175,Groenteroerbak met tofu en zoete aardappel,natrium,1700 mg
44176,Groenteroerbak met tofu en zoete aardappel,eiwit,16 g
44177,Groenteroerbak met tofu en zoete aardappel,vet,24 g
44178,Groenteroerbak met tofu en zoete aardappel,waarvan verzadigd,4 g
44179,Groenteroerbak met tofu en zoete aardappel,vezels,3 g
44180,Noedelsoep met paksoi,energie,370 kcal
44181,Noedelsoep met paksoi,koolhydraten,29 g
44182,Noedelsoep met paksoi,natrium,1060 mg
44183,Noedelsoep met paksoi,eiwit,24 g
44184,Noedelsoep met paksoi,vet,17 g
44185,Noedelsoep met paksoi,waarvan verzadigd,6 g
44186,Noedelsoep met paksoi,vezels,2 g
44187,Pita met currygehakt,energie,470 kcal
44188,Pita met currygehakt,koolhydraten,59 g
44189,Pita met currygehakt,natrium,660 mg
44190,Pita met currygehakt,eiwit,24 g
44191,Pita met currygehakt,vet,14 g
44192,Pita met currygehakt,waarvan verzadigd,6 g
44193,Pita met currygehakt,vezels,5 g
44194,Heel Holland Bakt: moelleux au chocolat,energie,405 kcal
44195,Heel Holland Bakt: moelleux au chocolat,koolhydraten,21 g
44196,Heel Holland Bakt: moelleux au chocolat,natrium,80 mg
44197,Heel Holland Bakt: moelleux au chocolat,eiwit,9 g
44198,Heel Holland Bakt: moelleux au chocolat,vet,31 g
44199,Heel Holland Bakt: moelleux au chocolat,waarvan verzadigd,18 g
44200,Heel Holland Bakt: moelleux au chocolat,vezels,3 g
44201,Pizza van naanbrood met vegagehakt,energie,880 kcal
44202,Pizza van naanbrood met vegagehakt,koolhydraten,78 g
44203,Pizza van naanbrood met vegagehakt,natrium,1440 mg
44204,Pizza van naanbrood met vegagehakt,eiwit,40 g
44205,Pizza van naanbrood met vegagehakt,vet,41 g
44206,Pizza van naanbrood met vegagehakt,waarvan verzadigd,10 g
44207,Pizza van naanbrood met vegagehakt,vezels,19 g
44208,Prei-visragout met salade,energie,550 kcal
44209,Prei-visragout met salade,koolhydraten,35 g
44210,Prei-visragout met salade,natrium,440 mg
44211,Prei-visragout met salade,eiwit,26 g
44212,Prei-visragout met salade,vet,33 g
44213,Prei-visragout met salade,waarvan verzadigd,13 g
44214,Prei-visragout met salade,vezels,4 g
44215,Vlaflip,energie,180 kcal
44216,Vlaflip,koolhydraten,27 g
44217,Vlaflip,natrium,85 mg
44218,Vlaflip,eiwit,9 g
44219,Vlaflip,vet,3 g
44220,Vlaflip,waarvan verzadigd,2 g
44221,Vlaflip,vezels,4 g
44222,Verse ovenfriet,energie,245 kcal
44223,Verse ovenfriet,koolhydraten,38 g
44224,Verse ovenfriet,natrium,215 mg
44225,Verse ovenfriet,eiwit,4 g
44226,Verse ovenfriet,vet,8 g
44227,Verse ovenfriet,waarvan verzadigd,1 g
44228,Verse ovenfriet,vezels,4 g
44229,Tomatensoep,energie,235 kcal
44230,Tomatensoep,koolhydraten,16 g
44231,Tomatensoep,waarvan suikers,11 g
44232,Tomatensoep,natrium,1400 mg
44233,Tomatensoep,eiwit,11 g
44234,Tomatensoep,vet,13 g
44235,Tomatensoep,waarvan verzadigd,3 g
44236,Tomatensoep,vezels,5 g
44237,Kipnuggets,energie,360 kcal
44238,Kipnuggets,koolhydraten,23 g
44239,Kipnuggets,natrium,390 mg
44240,Kipnuggets,eiwit,24 g
44241,Kipnuggets,vet,19 g
44242,Kipnuggets,waarvan verzadigd,3 g
44243,Kipnuggets,vezels,1 g
44244,Appelmoes,energie,125 kcal
44245,Appelmoes,koolhydraten,29 g
44246,Appelmoes,natrium,2 mg
44247,Appelmoes,eiwit,1 g
44248,Appelmoes,vezels,3 g
44249,Viscurry met spinazie en kikkererwten,energie,305 kcal
44250,Viscurry met spinazie en kikkererwten,koolhydraten,17 g
44251,Viscurry met spinazie en kikkererwten,natrium,245 mg
44252,Viscurry met spinazie en kikkererwten,eiwit,23 g
44253,Viscurry met spinazie en kikkererwten,vet,14 g
44254,Viscurry met spinazie en kikkererwten,waarvan verzadigd,2 g
44255,Viscurry met spinazie en kikkererwten,vezels,9 g
44256,Thaise scholspiesjes met kruidige rijst en wortelsalade,energie,495 kcal
44257,Thaise scholspiesjes met kruidige rijst en wortelsalade,koolhydraten,70 g
44258,Thaise scholspiesjes met kruidige rijst en wortelsalade,natrium,550 mg
44259,Thaise scholspiesjes met kruidige rijst en wortelsalade,eiwit,22 g
44260,Thaise scholspiesjes met kruidige rijst en wortelsalade,vet,12 g
44261,Thaise scholspiesjes met kruidige rijst en wortelsalade,waarvan verzadigd,3 g
44262,Thaise scholspiesjes met kruidige rijst en wortelsalade,vezels,9 g
44263,Gebakken scholfilet met lauwwarme rijstsalade,energie,550 kcal
44264,Gebakken scholfilet met lauwwarme rijstsalade,koolhydraten,59 g
44265,Gebakken scholfilet met lauwwarme rijstsalade,natrium,840 mg
44266,Gebakken scholfilet met lauwwarme rijstsalade,eiwit,33 g
44267,Gebakken scholfilet met lauwwarme rijstsalade,vet,18 g
44268,Gebakken scholfilet met lauwwarme rijstsalade,waarvan verzadigd,8 g
44269,Gebakken scholfilet met lauwwarme rijstsalade,vezels,9 g
44270,Gegrilde scholfilet met couscous-venkelsalade,energie,585 kcal
44271,Gegrilde scholfilet met couscous-venkelsalade,koolhydraten,44 g
44272,Gegrilde scholfilet met couscous-venkelsalade,natrium,325 mg
44273,Gegrilde scholfilet met couscous-venkelsalade,eiwit,27 g
44274,Gegrilde scholfilet met couscous-venkelsalade,vet,31 g
44275,Gegrilde scholfilet met couscous-venkelsalade,waarvan verzadigd,5 g
44276,Gegrilde scholfilet met couscous-venkelsalade,vezels,11 g
44277,Gevulde zoete puntpaprika's met spitskoolsalade,energie,615 kcal
44278,Gevulde zoete puntpaprika's met spitskoolsalade,koolhydraten,38 g
44279,Gevulde zoete puntpaprika's met spitskoolsalade,natrium,400 mg
44280,Gevulde zoete puntpaprika's met spitskoolsalade,eiwit,17 g
44281,Gevulde zoete puntpaprika's met spitskoolsalade,vet,40 g
44282,Gevulde zoete puntpaprika's met spitskoolsalade,waarvan verzadigd,5 g
44283,Gevulde zoete puntpaprika's met spitskoolsalade,vezels,17 g
44284,Soesjestorentjes met choco-karamelsaus,energie,325 kcal
44285,Soesjestorentjes met choco-karamelsaus,koolhydraten,34 g
44286,Soesjestorentjes met choco-karamelsaus,natrium,60 mg
44287,Soesjestorentjes met choco-karamelsaus,eiwit,4 g
44288,Soesjestorentjes met choco-karamelsaus,vet,19 g
44289,Soesjestorentjes met choco-karamelsaus,waarvan verzadigd,11 g
44290,Soesjestorentjes met choco-karamelsaus,vezels,0 g
44291,Rijst met snijbonen en kip,energie,585 kcal
44292,Rijst met snijbonen en kip,koolhydraten,72 g
44293,Rijst met snijbonen en kip,natrium,1680 mg
44294,Rijst met snijbonen en kip,eiwit,26 g
44295,Rijst met snijbonen en kip,vet,19 g
44296,Rijst met snijbonen en kip,waarvan verzadigd,6 g
44297,Rijst met snijbonen en kip,vezels,12 g
44298,Snijbonensalade met hazelnoten,energie,340 kcal
44299,Snijbonensalade met hazelnoten,koolhydraten,11 g
44300,Snijbonensalade met hazelnoten,natrium,375 mg
44301,Snijbonensalade met hazelnoten,eiwit,7 g
44302,Snijbonensalade met hazelnoten,vet,27 g
44303,Snijbonensalade met hazelnoten,waarvan verzadigd,3 g
44304,Snijbonensalade met hazelnoten,vezels,13 g
44305,Gnocchi met spek en pecorino,energie,330 kcal
44306,Gnocchi met spek en pecorino,koolhydraten,44 g
44307,Gnocchi met spek en pecorino,natrium,479 mg
44308,Gnocchi met spek en pecorino,eiwit,12 g
44309,Gnocchi met spek en pecorino,vet,11 g
44310,Gnocchi met spek en pecorino,waarvan verzadigd,2 g
44311,Gnocchi met spek en pecorino,vezels,4 g
44312,Chocolademousse met eiwit,energie,465 kcal
44313,Chocolademousse met eiwit,koolhydraten,26 g
44314,Chocolademousse met eiwit,natrium,60 mg
44315,Chocolademousse met eiwit,eiwit,7 g
44316,Chocolademousse met eiwit,vet,36 g
44317,Chocolademousse met eiwit,waarvan verzadigd,23 g
44318,Chocolademousse met eiwit,vezels,4 g
44319,Pasta met snijbonen en gehaktballetjes,energie,725 kcal
44320,Pasta met snijbonen en gehaktballetjes,koolhydraten,62 g
44321,Pasta met snijbonen en gehaktballetjes,natrium,1060 mg
44322,Pasta met snijbonen en gehaktballetjes,eiwit,30 g
44323,Pasta met snijbonen en gehaktballetjes,vet,37 g
44324,Pasta met snijbonen en gehaktballetjes,waarvan verzadigd,18 g
44325,Pasta met snijbonen en gehaktballetjes,vezels,9 g
44326,Tagliatelle met ratatouille en geitenkaas,energie,585 kcal
44327,Tagliatelle met ratatouille en geitenkaas,koolhydraten,83 g
44328,Tagliatelle met ratatouille en geitenkaas,natrium,300 mg
44329,Tagliatelle met ratatouille en geitenkaas,eiwit,22 g
44330,Tagliatelle met ratatouille en geitenkaas,vet,17 g
44331,Tagliatelle met ratatouille en geitenkaas,waarvan verzadigd,7 g
44332,Tagliatelle met ratatouille en geitenkaas,vezels,6 g
44333,Aardappelsalade met vinaigrette,energie,360 kcal
44334,Aardappelsalade met vinaigrette,koolhydraten,46 g
44335,Aardappelsalade met vinaigrette,natrium,535 mg
44336,Aardappelsalade met vinaigrette,eiwit,6 g
44337,Aardappelsalade met vinaigrette,vet,16 g
44338,Aardappelsalade met vinaigrette,waarvan verzadigd,2 g
44339,Aardappelsalade met vinaigrette,vezels,5 g
44340,Kippensoep met venkel en linzen,energie,240 kcal
44341,Kippensoep met venkel en linzen,koolhydraten,21 g
44342,Kippensoep met venkel en linzen,natrium,523 mg
44343,Kippensoep met venkel en linzen,eiwit,16 g
44344,Kippensoep met venkel en linzen,vet,9 g
44345,Kippensoep met venkel en linzen,waarvan verzadigd,2 g
44346,Kippensoep met venkel en linzen,vezels,5 g
44347,Eipotjes met spek en spinazie,energie,170 kcal
44348,Eipotjes met spek en spinazie,koolhydraten,1 g
44349,Eipotjes met spek en spinazie,natrium,535 mg
44350,Eipotjes met spek en spinazie,eiwit,12 g
44351,Eipotjes met spek en spinazie,vet,13 g
44352,Eipotjes met spek en spinazie,waarvan verzadigd,4 g
44353,Eipotjes met spek en spinazie,vezels,2 g
44354,Zomerstoof met ratatouille en chipolata,energie,580 kcal
44355,Zomerstoof met ratatouille en chipolata,koolhydraten,68 g
44356,Zomerstoof met ratatouille en chipolata,natrium,1225 mg
44357,Zomerstoof met ratatouille en chipolata,eiwit,29 g
44358,Zomerstoof met ratatouille en chipolata,vet,19 g
44359,Zomerstoof met ratatouille en chipolata,waarvan verzadigd,7 g
44360,Zomerstoof met ratatouille en chipolata,vezels,10 g
44361,Rijstsalade met tonijn en aspergebroccoli,energie,485 kcal
44362,Rijstsalade met tonijn en aspergebroccoli,koolhydraten,54 g
44363,Rijstsalade met tonijn en aspergebroccoli,natrium,735 mg
44364,Rijstsalade met tonijn en aspergebroccoli,eiwit,29 g
44365,Rijstsalade met tonijn en aspergebroccoli,vet,15 g
44366,Rijstsalade met tonijn en aspergebroccoli,waarvan verzadigd,2 g
44367,Rijstsalade met tonijn en aspergebroccoli,vezels,8 g
44368,Stéphane Reynaud's gestoofde sla,energie,60 kcal
44369,Stéphane Reynaud's gestoofde sla,koolhydraten,7 g
44370,Stéphane Reynaud's gestoofde sla,natrium,680 mg
44371,Stéphane Reynaud's gestoofde sla,eiwit,2 g
44372,Stéphane Reynaud's gestoofde sla,vet,1 g
44373,Stéphane Reynaud's gestoofde sla,waarvan verzadigd,0 g
44374,Stéphane Reynaud's gestoofde sla,vezels,4 g
44375,Îles flottantes,energie,290 kcal
44376,Îles flottantes,koolhydraten,49 g
44377,Îles flottantes,natrium,125 mg
44378,Îles flottantes,eiwit,10 g
44379,Îles flottantes,vet,6 g
44380,Îles flottantes,waarvan verzadigd,3 g
44381,Roerei met romaatjes op toast,energie,500 kcal
44382,Roerei met romaatjes op toast,koolhydraten,30 g
44383,Roerei met romaatjes op toast,natrium,625 mg
44384,Roerei met romaatjes op toast,eiwit,27 g
44385,Roerei met romaatjes op toast,vet,29 g
44386,Roerei met romaatjes op toast,waarvan verzadigd,14 g
44387,Roerei met romaatjes op toast,vezels,6 g
44388,Verse ravioli met pastasaus,energie,520 kcal
44389,Verse ravioli met pastasaus,koolhydraten,70 g
44390,Verse ravioli met pastasaus,natrium,755 mg
44391,Verse ravioli met pastasaus,eiwit,20 g
44392,Verse ravioli met pastasaus,vet,17 g
44393,Verse ravioli met pastasaus,waarvan verzadigd,6 g
44394,Verse ravioli met pastasaus,vezels,7 g
44395,Verse frites,energie,320 kcal
44396,Verse frites,koolhydraten,38 g
44397,Verse frites,natrium,5 mg
44398,Verse frites,eiwit,4 g
44399,Verse frites,vet,16 g
44400,Verse frites,waarvan verzadigd,3 g
44401,Verse frites,vezels,4 g
44402,Ratatouille,energie,145 kcal
44403,Ratatouille,koolhydraten,13 g
44404,Ratatouille,natrium,5 mg
44405,Ratatouille,eiwit,4 g
44406,Ratatouille,vet,7 g
44407,Ratatouille,waarvan verzadigd,1 g
44408,Ratatouille,vezels,4 g
44409,Turkse pizza met puntpaprika,energie,615 kcal
44410,Turkse pizza met puntpaprika,koolhydraten,59 g
44411,Turkse pizza met puntpaprika,natrium,1240 mg
44412,Turkse pizza met puntpaprika,eiwit,22 g
44413,Turkse pizza met puntpaprika,vet,31 g
44414,Turkse pizza met puntpaprika,waarvan verzadigd,8 g
44415,Turkse pizza met puntpaprika,vezels,6 g
44416,Kip-aardappelkerrie met bloemkool en prei,energie,635 kcal
44417,Kip-aardappelkerrie met bloemkool en prei,koolhydraten,79 g
44418,Kip-aardappelkerrie met bloemkool en prei,natrium,485 mg
44419,Kip-aardappelkerrie met bloemkool en prei,eiwit,33 g
44420,Kip-aardappelkerrie met bloemkool en prei,vet,18 g
44421,Kip-aardappelkerrie met bloemkool en prei,waarvan verzadigd,4 g
44422,Kip-aardappelkerrie met bloemkool en prei,vezels,12 g
44423,Hartige taart met tomaat &amp; ui ,energie,335 kcal
44424,Hartige taart met tomaat &amp; ui ,koolhydraten,2 g
44425,Hartige taart met tomaat &amp; ui ,natrium,125 mg
44426,Hartige taart met tomaat &amp; ui ,eiwit,4 g
44427,Hartige taart met tomaat &amp; ui ,vet,14 g
44428,Hartige taart met tomaat &amp; ui ,waarvan verzadigd,2 g
44429,Hartige taart met tomaat &amp; ui ,vezels,4 g
44430,Stéphane Reynaud's Provençaalse taart,energie,240 kcal
